SubjID x01 x02 x03 x04 x05 x06 x07 x08 x09 x10
138 1 1 2 1 1 1 2 1 1 2
139 1 1 2 1 1 1 2 1 2 1
140 1 1 2 1 1 1 2 1 2 2
141 1 1 2 1 1 1 2 2 1 1
142 1 1 2 1 1 1 2 2 1 2
143 1 1 2 1 1 1 2 2 2 1
144 1 1 2 1 1 1 2 2 2 2
145 1 1 2 1 1 2 1 1 1 1
146 1 1 2 1 1 2 1 1 1 2
147 1 1 2 1 1 2 1 1 2 1
148 1 1 2 1 1 2 1 1 2 2
149 1 1 2 1 1 2 1 2 1 1
150 1 1 2 1 1 2 1 2 1 2
151 1 1 2 1 1 2 1 2 2 1
152 1 1 2 1 1 2 1 2 2 2
153 1 1 2 1 1 2 2 1 1 1
154 1 1 2 1 1 2 2 1 1 2
155 1 1 2 1 1 2 2 1 2 1
156 1 1 2 1 1 2 2 1 2 2
157 1 1 2 1 1 2 2 2 1 1
158 1 1 2 1 1 2 2 2 1 2
159 1 1 2 1 1 2 2 2 2 1
160 1 1 2 1 1 2 2 2 2 2
161 1 1 2 1 2 1 1 1 1 1
162 1 1 2 1 2 1 1 1 1 2
163 1 1 2 1 2 1 1 1 2 1
164 1 1 2 1 2 1 1 1 2 2
165 1 1 2 1 2 1 1 2 1 1
166 1 1 2 1 2 1 1 2 1 2
167 1 1 2 1 2 1 1 2 2 1
168 1 1 2 1 2 1 1 2 2 2
169 1 1 2 1 2 1 2 1 1 1
170 1 1 2 1 2 1 2 1 1 2
171 1 1 2 1 2 1 2 1 2 1
172 1 1 2 1 2 1 2 1 2 2
173 1 1 2 1 2 1 2 2 1 1
174 1 1 2 1 2 1 2 2 1 2
175 1 1 2 1 2 1 2 2 2 1
176 1 1 2 1 2 1 2 2 2 2
177 1 1 2 1 2 2 1 1 1 1
178 1 1 2 1 2 2 1 1 1 2
179 1 1 2 1 2 2 1 1 2 1
180 1 1 2 1 2 2 1 1 2 2
181 1 1 2 1 2 2 1 2 1 1
182 1 1 2 1 2 2 1 2 1 2
183 1 1 2 1 2 2 1 2 2 1
184 1 1 2 1 2 2 1 2 2 2
185 1 1 2 1 2 2 2 1 1 1
186 1 1 2 1 2 2 2 1 1 2
187 1 1 2 1 2 2 2 1 2 1
188 1 1 2 1 2 2 2 1 2 2
189 1 1 2 1 2 2 2 2 1 1
190 1 1 2 1 2 2 2 2 1 2
191 1 1 2 1 2 2 2 2 2 1
192 1 1 2 1 2 2 2 2 2 2
193 1 1 2 2 1 1 1 1 1 1
194 1 1 2 2 1 1 1 1 1 2
195 1 1 2 2 1 1 1 1 2 1
196 1 1 2 2 1 1 1 1 2 2
197 1 1 2 2 1 1 1 2 1 1
198 1 1 2 2 1 1 1 2 1 2
199 1 1 2 2 1 1 1 2 2 1
200 1 1 2 2 1 1 1 2 2 2
201 1 1 2 2 1 1 2 1 1 1
202 1 1 2 2 1 1 2 1 1 2
203 1 1 2 2 1 1 2 1 2 1
204 1 1 2 2 1 1 2 1 2 2
205 1 1 2 2 1 1 2 2 1 1
206 1 1 2 2 1 1 2 2 1 2
207 1 1 2 2 1 1 2 2 2 1
208 1 1 2 2 1 1 2 2 2 2
209 1 1 2 2 1 2 1 1 1 1
210 1 1 2 2 1 2 1 1 1 2
211 1 1 2 2 1 2 1 1 2 1
212 1 1 2 2 1 2 1 1 2 2
213 1 1 2 2 1 2 1 2 1 1
214 1 1 2 2 1 2 1 2 1 2
215 1 1 2 2 1 2 1 2 2 1
216 1 1 2 2 1 2 1 2 2 2
217 1 1 2 2 1 2 2 1 1 1
218 1 1 2 2 1 2 2 1 1 2
219 1 1 2 2 1 2 2 1 2 1
220 1 1 2 2 1 2 2 1 2 2
221 1 1 2 2 1 2 2 2 1 1
222 1 1 2 2 1 2 2 2 1 2
223 1 1 2 2 1 2 2 2 2 1
224 1 1 2 2 1 2 2 2 2 2
225 1 1 2 2 2 1 1 1 1 1
226 1 1 2 2 2 1 1 1 1 2
227 1 1 2 2 2 1 1 1 2 1
228 1 1 2 2 2 1 1 1 2 2
229 1 1 2 2 2 1 1 2 1 1
230 1 1 2 2 2 1 1 2 1 2
231 1 1 2 2 2 1 1 2 2 1
232 1 1 2 2 2 1 1 2 2 2
233 1 1 2 2 2 1 2 1 1 1
234 1 1 2 2 2 1 2 1 1 2
235 1 1 2 2 2 1 2 1 2 1
236 1 1 2 2 2 1 2 1 2 2
237 1 1 2 2 2 1 2 2 1 1
238 1 1 2 2 2 1 2 2 1 2
239 1 1 2 2 2 1 2 2 2 1
240 1 1 2 2 2 1 2 2 2 2
241 1 1 2 2 2 2 1 1 1 1
242 1 1 2 2 2 2 1 1 1 2
243 1 1 2 2 2 2 1 1 2 1
244 1 1 2 2 2 2 1 1 2 2
245 1 1 2 2 2 2 1 2 1 1
246 1 1 2 2 2 2 1 2 1 2
247 1 1 2 2 2 2 1 2 2 1
248 1 1 2 2 2 2 1 2 2 2
249 1 1 2 2 2 2 2 1 1 1
250 1 1 2 2 2 2 2 1 1 2
251 1 1 2 2 2 2 2 1 2 1
252 1 1 2 2 2 2 2 1 2 2
253 1 1 2 2 2 2 2 2 1 1
254 1 1 2 2 2 2 2 2 1 2
255 1 1 2 2 2 2 2 2 2 1
256 1 1 2 2 2 2 2 2 2 2
257 1 2 1 1 1 1 1 1 1 1
258 1 2 1 1 1 1 1 1 1 2
259 1 2 1 1 1 1 1 1 2 1
260 1 2 1 1 1 1 1 1 2 2
261 1 2 1 1 1 1 1 2 1 1
262 1 2 1 1 1 1 1 2 1 2
263 1 2 1 1 1 1 1 2 2 1
264 1 2 1 1 1 1 1 2 2 2
265 1 2 1 1 1 1 2 1 1 1
266 1 2 1 1 1 1 2 1 1 2
267 1 2 1 1 1 1 2 1 2 1
268 1 2 1 1 1 1 2 1 2 2
269 1 2 1 1 1 1 2 2 1 1
270 1 2 1 1 1 1 2 2 1 2
271 1 2 1 1 1 1 2 2 2 1
272 1 2 1 1 1 1 2 2 2 2
273 1 2 1 1 1 2 1 1 1 1
274 1 2 1 1 1 2 1 1 1 2
275 1 2 1 1 1 2 1 1 2 1
276 1 2 1 1 1 2 1 1 2 2
277 1 2 1 1 1 2 1 2 1 1
278 1 2 1 1 1 2 1 2 1 2
279 1 2 1 1 1 2 1 2 2 1
280 1 2 1 1 1 2 1 2 2 2
281 1 2 1 1 1 2 2 1 1 1
282 1 2 1 1 1 2 2 1 1 2
283 1 2 1 1 1 2 2 1 2 1
284 1 2 1 1 1 2 2 1 2 2
285 1 2 1 1 1 2 2 2 1 1
286 1 2 1 1 1 2 2 2 1 2
287 1 2 1 1 1 2 2 2 2 1
288 1 2 1 1 1 2 2 2 2 2
289 1 2 1 1 2 1 1 1 1 1
290 1 2 1 1 2 1 1 1 1 2
291 1 2 1 1 2 1 1 1 2 1
292 1 2 1 1 2 1 1 1 2 2
293 1 2 1 1 2 1 1 2 1 1
294 1 2 1 1 2 1 1 2 1 2
295 1 2 1 1 2 1 1 2 2 1
296 1 2 1 1 2 1 1 2 2 2
297 1 2 1 1 2 1 2 1 1 1
298 1 2 1 1 2 1 2 1 1 2
299 1 2 1 1 2 1 2 1 2 1
300 1 2 1 1 2 1 2 1 2 2
301 1 2 1 1 2 1 2 2 1 1
302 1 2 1 1 2 1 2 2 1 2
303 1 2 1 1 2 1 2 2 2 1
304 1 2 1 1 2 1 2 2 2 2
305 1 2 1 1 2 2 1 1 1 1
306 1 2 1 1 2 2 1 1 1 2
307 1 2 1 1 2 2 1 1 2 1
308 1 2 1 1 2 2 1 1 2 2
309 1 2 1 1 2 2 1 2 1 1
310 1 2 1 1 2 2 1 2 1 2
311 1 2 1 1 2 2 1 2 2 1
312 1 2 1 1 2 2 1 2 2 2
313 1 2 1 1 2 2 2 1 1 1
314 1 2 1 1 2 2 2 1 1 2
315 1 2 1 1 2 2 2 1 2 1
316 1 2 1 1 2 2 2 1 2 2
317 1 2 1 1 2 2 2 2 1 1
318 1 2 1 1 2 2 2 2 1 2
319 1 2 1 1 2 2 2 2 2 1
320 1 2 1 1 2 2 2 2 2 2
321 1 2 1 2 1 1 1 1 1 1
322 1 2 1 2 1 1 1 1 1 2
323 1 2 1 2 1 1 1 1 2 1
324 1 2 1 2 1 1 1 1 2 2
325 1 2 1 2 1 1 1 2 1 1
326 1 2 1 2 1 1 1 2 1 2
327 1 2 1 2 1 1 1 2 2 1
328 1 2 1 2 1 1 1 2 2 2
329 1 2 1 2 1 1 2 1 1 1
330 1 2 1 2 1 1 2 1 1 2
331 1 2 1 2 1 1 2 1 2 1
332 1 2 1 2 1 1 2 1 2 2
333 1 2 1 2 1 1 2 2 1 1
334 1 2 1 2 1 1 2 2 1 2
335 1 2 1 2 1 1 2 2 2 1
336 1 2 1 2 1 1 2 2 2 2
337 1 2 1 2 1 2 1 1 1 1
338 1 2 1 2 1 2 1 1 1 2
339 1 2 1 2 1 2 1 1 2 1
340 1 2 1 2 1 2 1 1 2 2
341 1 2 1 2 1 2 1 2 1 1
342 1 2 1 2 1 2 1 2 1 2
343 1 2 1 2 1 2 1 2 2 1
344 1 2 1 2 1 2 1 2 2 2
345 1 2 1 2 1 2 2 1 1 1
346 1 2 1 2 1 2 2 1 1 2
347 1 2 1 2 1 2 2 1 2 1
348 1 2 1 2 1 2 2 1 2 2
349 1 2 1 2 1 2 2 2 1 1
350 1 2 1 2 1 2 2 2 1 2
351 1 2 1 2 1 2 2 2 2 1
352 1 2 1 2 1 2 2 2 2 2
353 1 2 1 2 2 1 1 1 1 1
354 1 2 1 2 2 1 1 1 1 2
355 1 2 1 2 2 1 1 1 2 1
356 1 2 1 2 2 1 1 1 2 2
357 1 2 1 2 2 1 1 2 1 1
358 1 2 1 2 2 1 1 2 1 2
359 1 2 1 2 2 1 1 2 2 1
360 1 2 1 2 2 1 1 2 2 2
361 1 2 1 2 2 1 2 1 1 1
362 1 2 1 2 2 1 2 1 1 2
363 1 2 1 2 2 1 2 1 2 1
364 1 2 1 2 2 1 2 1 2 2
365 1 2 1 2 2 1 2 2 1 1
366 1 2 1 2 2 1 2 2 1 2
367 1 2 1 2 2 1 2 2 2 1
368 1 2 1 2 2 1 2 2 2 2
369 1 2 1 2 2 2 1 1 1 1
370 1 2 1 2 2 2 1 1 1 2
371 1 2 1 2 2 2 1 1 2 1
372 1 2 1 2 2 2 1 1 2 2
373 1 2 1 2 2 2 1 2 1 1
374 1 2 1 2 2 2 1 2 1 2
375 1 2 1 2 2 2 1 2 2 1
376 1 2 1 2 2 2 1 2 2 2
377 1 2 1 2 2 2 2 1 1 1
378 1 2 1 2 2 2 2 1 1 2
379 1 2 1 2 2 2 2 1 2 1
380 1 2 1 2 2 2 2 1 2 2
381 1 2 1 2 2 2 2 2 1 1
382 1 2 1 2 2 2 2 2 1 2
383 1 2 1 2 2 2 2 2 2 1
384 1 2 1 2 2 2 2 2 2 2
385 1 2 2 1 1 1 1 1 1 1
386 1 2 2 1 1 1 1 1 1 2
387 1 2 2 1 1 1 1 1 2 1
388 1 2 2 1 1 1 1 1 2 2
389 1 2 2 1 1 1 1 2 1 1
390 1 2 2 1 1 1 1 2 1 2
391 1 2 2 1 1 1 1 2 2 1
392 1 2 2 1 1 1 1 2 2 2
393 1 2 2 1 1 1 2 1 1 1
394 1 2 2 1 1 1 2 1 1 2
395 1 2 2 1 1 1 2 1 2 1
396 1 2 2 1 1 1 2 1 2 2
397 1 2 2 1 1 1 2 2 1 1
398 1 2 2 1 1 1 2 2 1 2
399 1 2 2 1 1 1 2 2 2 1
400 1 2 2 1 1 1 2 2 2 2
401 1 2 2 1 1 2 1 1 1 1
402 1 2 2 1 1 2 1 1 1 2
403 1 2 2 1 1 2 1 1 2 1
404 1 2 2 1 1 2 1 1 2 2
405 1 2 2 1 1 2 1 2 1 1
406 1 2 2 1 1 2 1 2 1 2
407 1 2 2 1 1 2 1 2 2 1
408 1 2 2 1 1 2 1 2 2 2
409 1 2 2 1 1 2 2 1 1 1
410 1 2 2 1 1 2 2 1 1 2
411 1 2 2 1 1 2 2 1 2 1
412 1 2 2 1 1 2 2 1 2 2
413 1 2 2 1 1 2 2 2 1 1
414 1 2 2 1 1 2 2 2 1 2
415 1 2 2 1 1 2 2 2 2 1
416 1 2 2 1 1 2 2 2 2 2
417 1 2 2 1 2 1 1 1 1 1
418 1 2 2 1 2 1 1 1 1 2
419 1 2 2 1 2 1 1 1 2 1
420 1 2 2 1 2 1 1 1 2 2
421 1 2 2 1 2 1 1 2 1 1
422 1 2 2 1 2 1 1 2 1 2
423 1 2 2 1 2 1 1 2 2 1
424 1 2 2 1 2 1 1 2 2 2
425 1 2 2 1 2 1 2 1 1 1
426 1 2 2 1 2 1 2 1 1 2
427 1 2 2 1 2 1 2 1 2 1
428 1 2 2 1 2 1 2 1 2 2
429 1 2 2 1 2 1 2 2 1 1
430 1 2 2 1 2 1 2 2 1 2
431 1 2 2 1 2 1 2 2 2 1
432 1 2 2 1 2 1 2 2 2 2
433 1 2 2 1 2 2 1 1 1 1
434 1 2 2 1 2 2 1 1 1 2
435 1 2 2 1 2 2 1 1 2 1
436 1 2 2 1 2 2 1 1 2 2
437 1 2 2 1 2 2 1 2 1 1
438 1 2 2 1 2 2 1 2 1 2
439 1 2 2 1 2 2 1 2 2 1
440 1 2 2 1 2 2 1 2 2 2
441 1 2 2 1 2 2 2 1 1 1
442 1 2 2 1 2 2 2 1 1 2
443 1 2 2 1 2 2 2 1 2 1
444 1 2 2 1 2 2 2 1 2 2
445 1 2 2 1 2 2 2 2 1 1
446 1 2 2 1 2 2 2 2 1 2
447 1 2 2 1 2 2 2 2 2 1
448 1 2 2 1 2 2 2 2 2 2
449 1 2 2 2 1 1 1 1 1 1
450 1 2 2 2 1 1 1 1 1 2
451 1 2 2 2 1 1 1 1 2 1
452 1 2 2 2 1 1 1 1 2 2
453 1 2 2 2 1 1 1 2 1 1
454 1 2 2 2 1 1 1 2 1 2
455 1 2 2 2 1 1 1 2 2 1
456 1 2 2 2 1 1 1 2 2 2
457 1 2 2 2 1 1 2 1 1 1
458 1 2 2 2 1 1 2 1 1 2
459 1 2 2 2 1 1 2 1 2 1
460 1 2 2 2 1 1 2 1 2 2
461 1 2 2 2 1 1 2 2 1 1
462 1 2 2 2 1 1 2 2 1 2
463 1 2 2 2 1 1 2 2 2 1
464 1 2 2 2 1 1 2 2 2 2
465 1 2 2 2 1 2 1 1 1 1
466 1 2 2 2 1 2 1 1 1 2
467 1 2 2 2 1 2 1 1 2 1
468 1 2 2 2 1 2 1 1 2 2
469 1 2 2 2 1 2 1 2 1 1
470 1 2 2 2 1 2 1 2 1 2
471 1 2 2 2 1 2 1 2 2 1
472 1 2 2 2 1 2 1 2 2 2
473 1 2 2 2 1 2 2 1 1 1
474 1 2 2 2 1 2 2 1 1 2
475 1 2 2 2 1 2 2 1 2 1
476 1 2 2 2 1 2 2 1 2 2
477 1 2 2 2 1 2 2 2 1 1
478 1 2 2 2 1 2 2 2 1 2
479 1 2 2 2 1 2 2 2 2 1
480 1 2 2 2 1 2 2 2 2 2
481 1 2 2 2 2 1 1 1 1 1
482 1 2 2 2 2 1 1 1 1 2
483 1 2 2 2 2 1 1 1 2 1
484 1 2 2 2 2 1 1 1 2 2
485 1 2 2 2 2 1 1 2 1 1
486 1 2 2 2 2 1 1 2 1 2
487 1 2 2 2 2 1 1 2 2 1
488 1 2 2 2 2 1 1 2 2 2
489 1 2 2 2 2 1 2 1 1 1
490 1 2 2 2 2 1 2 1 1 2
491 1 2 2 2 2 1 2 1 2 1
492 1 2 2 2 2 1 2 1 2 2
493 1 2 2 2 2 1 2 2 1 1
494 1 2 2 2 2 1 2 2 1 2
495 1 2 2 2 2 1 2 2 2 1
496 1 2 2 2 2 1 2 2 2 2
497 1 2 2 2 2 2 1 1 1 1
498 1 2 2 2 2 2 1 1 1 2
499 1 2 2 2 2 2 1 1 2 1
500 1 2 2 2 2 2 1 1 2 2
501 1 2 2 2 2 2 1 2 1 1
502 1 2 2 2 2 2 1 2 1 2
503 1 2 2 2 2 2 1 2 2 1
504 1 2 2 2 2 2 1 2 2 2
505 1 2 2 2 2 2 2 1 1 1
506 1 2 2 2 2 2 2 1 1 2
507 1 2 2 2 2 2 2 1 2 1
508 1 2 2 2 2 2 2 1 2 2
509 1 2 2 2 2 2 2 2 1 1
510 1 2 2 2 2 2 2 2 1 2
511 1 2 2 2 2 2 2 2 2 1
512 1 2 2 2 2 2 2 2 2 2
513 2 1 1 1 1 1 1 1 1 1
514 2 1 1 1 1 1 1 1 1 2
515 2 1 1 1 1 1 1 1 2 1
516 2 1 1 1 1 1 1 1 2 2
517 2 1 1 1 1 1 1 2 1 1
518 2 1 1 1 1 1 1 2 1 2
519 2 1 1 1 1 1 1 2 2 1
520 2 1 1 1 1 1 1 2 2 2
521 2 1 1 1 1 1 2 1 1 1
522 2 1 1 1 1 1 2 1 1 2
523 2 1 1 1 1 1 2 1 2 1
524 2 1 1 1 1 1 2 1 2 2
525 2 1 1 1 1 1 2 2 1 1
526 2 1 1 1 1 1 2 2 1 2
527 2 1 1 1 1 1 2 2 2 1
528 2 1 1 1 1 1 2 2 2 2
529 2 1 1 1 1 2 1 1 1 1
530 2 1 1 1 1 2 1 1 1 2
531 2 1 1 1 1 2 1 1 2 1
532 2 1 1 1 1 2 1 1 2 2
533 2 1 1 1 1 2 1 2 1 1
534 2 1 1 1 1 2 1 2 1 2
535 2 1 1 1 1 2 1 2 2 1
536 2 1 1 1 1 2 1 2 2 2
537 2 1 1 1 1 2 2 1 1 1
538 2 1 1 1 1 2 2 1 1 2
539 2 1 1 1 1 2 2 1 2 1
540 2 1 1 1 1 2 2 1 2 2
541 2 1 1 1 1 2 2 2 1 1
542 2 1 1 1 1 2 2 2 1 2
543 2 1 1 1 1 2 2 2 2 1
544 2 1 1 1 1 2 2 2 2 2
545 2 1 1 1 2 1 1 1 1 1
546 2 1 1 1 2 1 1 1 1 2
547 2 1 1 1 2 1 1 1 2 1
548 2 1 1 1 2 1 1 1 2 2
549 2 1 1 1 2 1 1 2 1 1
550 2 1 1 1 2 1 1 2 1 2
551 2 1 1 1 2 1 1 2 2 1
552 2 1 1 1 2 1 1 2 2 2
553 2 1 1 1 2 1 2 1 1 1
554 2 1 1 1 2 1 2 1 1 2
555 2 1 1 1 2 1 2 1 2 1
556 2 1 1 1 2 1 2 1 2 2
557 2 1 1 1 2 1 2 2 1 1
558 2 1 1 1 2 1 2 2 1 2
559 2 1 1 1 2 1 2 2 2 1
560 2 1 1 1 2 1 2 2 2 2
561 2 1 1 1 2 2 1 1 1 1
562 2 1 1 1 2 2 1 1 1 2
563 2 1 1 1 2 2 1 1 2 1
564 2 1 1 1 2 2 1 1 2 2
565 2 1 1 1 2 2 1 2 1 1
566 2 1 1 1 2 2 1 2 1 2
567 2 1 1 1 2 2 1 2 2 1
568 2 1 1 1 2 2 1 2 2 2
569 2 1 1 1 2 2 2 1 1 1
570 2 1 1 1 2 2 2 1 1 2
571 2 1 1 1 2 2 2 1 2 1
572 2 1 1 1 2 2 2 1 2 2
573 2 1 1 1 2 2 2 2 1 1
574 2 1 1 1 2 2 2 2 1 2
575 2 1 1 1 2 2 2 2 2 1
576 2 1 1 1 2 2 2 2 2 2
577 2 1 1 2 1 1 1 1 1 1
578 2 1 1 2 1 1 1 1 1 2
579 2 1 1 2 1 1 1 1 2 1
580 2 1 1 2 1 1 1 1 2 2
581 2 1 1 2 1 1 1 2 1 1
582 2 1 1 2 1 1 1 2 1 2
583 2 1 1 2 1 1 1 2 2 1
584 2 1 1 2 1 1 1 2 2 2
585 2 1 1 2 1 1 2 1 1 1
586 2 1 1 2 1 1 2 1 1 2
587 2 1 1 2 1 1 2 1 2 1
588 2 1 1 2 1 1 2 1 2 2
589 2 1 1 2 1 1 2 2 1 1
590 2 1 1 2 1 1 2 2 1 2
591 2 1 1 2 1 1 2 2 2 1
592 2 1 1 2 1 1 2 2 2 2
593 2 1 1 2 1 2 1 1 1 1
594 2 1 1 2 1 2 1 1 1 2
595 2 1 1 2 1 2 1 1 2 1
596 2 1 1 2 1 2 1 1 2 2
597 2 1 1 2 1 2 1 2 1 1
598 2 1 1 2 1 2 1 2 1 2
599 2 1 1 2 1 2 1 2 2 1
600 2 1 1 2 1 2 1 2 2 2
601 2 1 1 2 1 2 2 1 1 1
602 2 1 1 2 1 2 2 1 1 2
603 2 1 1 2 1 2 2 1 2 1
604 2 1 1 2 1 2 2 1 2 2
605 2 1 1 2 1 2 2 2 1 1
606 2 1 1 2 1 2 2 2 1 2
607 2 1 1 2 1 2 2 2 2 1
608 2 1 1 2 1 2 2 2 2 2
609 2 1 1 2 2 1 1 1 1 1
610 2 1 1 2 2 1 1 1 1 2
611 2 1 1 2 2 1 1 1 2 1
612 2 1 1 2 2 1 1 1 2 2
613 2 1 1 2 2 1 1 2 1 1
614 2 1 1 2 2 1 1 2 1 2
615 2 1 1 2 2 1 1 2 2 1
616 2 1 1 2 2 1 1 2 2 2
617 2 1 1 2 2 1 2 1 1 1
618 2 1 1 2 2 1 2 1 1 2
619 2 1 1 2 2 1 2 1 2 1
620 2 1 1 2 2 1 2 1 2 2
621 2 1 1 2 2 1 2 2 1 1
622 2 1 1 2 2 1 2 2 1 2
623 2 1 1 2 2 1 2 2 2 1
624 2 1 1 2 2 1 2 2 2 2
625 2 1 1 2 2 2 1 1 1 1
626 2 1 1 2 2 2 1 1 1 2
627 2 1 1 2 2 2 1 1 2 1
628 2 1 1 2 2 2 1 1 2 2
629 2 1 1 2 2 2 1 2 1 1
630 2 1 1 2 2 2 1 2 1 2
631 2 1 1 2 2 2 1 2 2 1
632 2 1 1 2 2 2 1 2 2 2
633 2 1 1 2 2 2 2 1 1 1
